Method,Final Value,Total Return,Sharpe Ratio,Max Drawdown,Win Rate,Volatility
PPO,10861.764354841487,0.08617643548414872,0.7926006727001873,-0.07693971571778711,0.5434782608695652,0.07497761091130838
CVaR-PPO,10165.962841470826,0.01659628414708259,0.19938032883489737,-0.06563332650731128,0.4945652173913043,0.06821071053228563
Buy & Hold,13352.847722093573,0.33528477220935726,1.6688981655796606,-0.09974312066032906,0.5799457994579946,0.12289830472317549
